id,topic,context,sentence,label
1,Deadly,"Once upon a time, there were seven deadly sins. They lived together in a house and everything was perfect. But then one day, Pride decided that he wanted to be the leader of the group. He convinced Greed, Envy, Lust, Gluttony, Sloth and Wrath to overthrow Seventh Sin (who was the actual leader). It worked perfectly and soon enough they had control over all of the Sins. However, things quickly went downhill from there. John made a mistakes.","Then, Jane told him that he has a problem with admitting his faults and is very hubris.",1
1,Deadly,"Once upon a time, there were seven deadly sins. They lived together in a house and everything was perfect. But then one day, Pride decided that he wanted to be the leader of the group. He convinced Greed, Envy, Lust, Gluttony, Sloth and Wrath to overthrow Seventh Sin (who was the actual leader). It worked perfectly and soon enough they had control over all of the Sins. However, things quickly went downhill from there. John made a mistakes. Then, Jane told him that he has a problem with admitting his faults and is very hubris.",Pride got hit and didn’t know how to respond.,0
1,Deadly,"Once upon a time, there were seven deadly sins. They lived together in a house and everything was perfect. But then one day, Pride decided that he wanted to be the leader of the group. He convinced Greed, Envy, Lust, Gluttony, Sloth and Wrath to overthrow Seventh Sin (who was the actual leader). It worked perfectly and soon enough they had control over all of the Sins. However, things quickly went downhill from there. John made a mistakes. Then, Jane told him that he has a problem with admitting his faults and is very hubris. Pride got hit and didn’t know how to respond.",Humble won in this round.,1
2,A Story of Magic,A Story of Magic,Sally was a very special little girl.,0
2,A Story of Magic,Sally was a very special little girl.,She had the power to make things happen just by using her imagination.,0
2,A Story of Magic,Sally was a very special little girl. She had the power to make things happen just by using her imagination.,"Whenever she wanted something, all she had to do was imagine it, and it would appear before her.",0
2,A Story of Magic,"Sally was a very special little girl. She had the power to make things happen just by using her imagination. Whenever she wanted something, all she had to do was imagine it, and it would appear before her.",One day Sally decided to use her powers for good and started helping people in need.,0
2,A Story of Magic,"Sally was a very special little girl. She had the power to make things happen just by using her imagination. Whenever she wanted something, all she had to do was imagine it, and it would appear before her. One day Sally decided to use her powers for good and started helping people in need.",She would help elderly people cross the street and save animals from drowning.,0
2,A Story of Magic,"Sally was a very special little girl. She had the power to make things happen just by using her imagination. Whenever she wanted something, all she had to do was imagine it, and it would appear before her. One day Sally decided to use her powers for good and started helping people in need. She would help elderly people cross the street and save animals from drowning.",She would also help her parents with the dishes and organizing her room every day.,0
2,A Story of Magic,"Sally was a very special little girl. She had the power to make things happen just by using her imagination. Whenever she wanted something, all she had to do was imagine it, and it would appear before her. One day Sally decided to use her powers for good and started helping people in need. She would help elderly people cross the street and save animals from drowning. She would also help her parents with the dishes and organizing her room every day.",Everyone were happy when they saw Sally.,0
3,"What is your favorite place, city or country of the world? Why?","What is your favorite place, city or country of the world? Why?","My favorite place to live, work and play is of course London!",0
3,"What is your favorite place, city or country of the world? Why?","My favorite place to live, work and play is of course London!",It has a lot to offer both the city dweller and tourist alike.,0
3,"What is your favorite place, city or country of the world? Why?","My favorite place to live, work and play is of course London! It has a lot to offer both the city dweller and tourist alike.",The atmosphere in the cosmopolitan metropolis feels like home.,0
3,"What is your favorite place, city or country of the world? Why?","My favorite place to live, work and play is of course London! It has a lot to offer both the city dweller and tourist alike. The atmosphere in the cosmopolitan metropolis feels like home.","Additionally, I love the abundance of culture here; from its vibrant nightlife to its research-friendly universities.",0
3,"What is your favorite place, city or country of the world? Why?","My favorite place to live, work and play is of course London! It has a lot to offer both the city dweller and tourist alike. The atmosphere in the cosmopolitan metropolis feels like home. Additionally, I love the abundance of culture here; from its vibrant nightlife to its research-friendly universities.",As for my favorite country/city there's no definitive answer - it just depends on what I'm feeling that day or week!,0
4,An Unforgettable Experience,An Unforgettable Experience,It was a cold winter evening and I was out for a walk to clear my head.,0
4,An Unforgettable Experience,It was a cold winter evening and I was out for a walk to clear my head.,"The skies were dark and the wind was biting, but I didn't mind.",0
4,An Unforgettable Experience,"It was a cold winter evening and I was out for a walk to clear my head. The skies were dark and the wind was biting, but I didn't mind.",I needed some time to think.,0
4,An Unforgettable Experience,"It was a cold winter evening and I was out for a walk to clear my head. The skies were dark and the wind was biting, but I didn't mind. I needed some time to think.","As I walked, lost in thought, I hear a faint sobbing coming from an alleyway.",0
4,An Unforgettable Experience,"It was a cold winter evening and I was out for a walk to clear my head. The skies were dark and the wind was biting, but I didn't mind. I needed some time to think. As I walked, lost in thought, I hear a faint sobbing coming from an alleyway.","Without thinking any further, I follow the noise until I see a small figure huddled in the corner, trying to stay warm.",0
4,An Unforgettable Experience,"It was a cold winter evening and I was out for a walk to clear my head. The skies were dark and the wind was biting, but I didn't mind. I needed some time to think. As I walked, lost in thought, I hear a faint sobbing coming from an alleyway. Without thinking any further, I follow the noise until I see a small figure huddled in the corner, trying to stay warm.","Tentatively, I step closer and ask if they're okay.",0
4,An Unforgettable Experience,"It was a cold winter evening and I was out for a walk to clear my head. The skies were dark and the wind was biting, but I didn't mind. I needed some time to think. As I walked, lost in thought, I hear a faint sobbing coming from an alleyway. Without thinking any further, I follow the noise until I see a small figure huddled in the corner, trying to stay warm. Tentatively, I step closer and ask if they're okay.",They look up at me with big eyes full of tears and shake their head 'no'.,0
4,An Unforgettable Experience,"It was a cold winter evening and I was out for a walk to clear my head. The skies were dark and the wind was biting, but I didn't mind. I needed some time to think. As I walked, lost in thought, I hear a faint sobbing coming from an alleyway. Without thinking any further, I follow the noise until I see a small figure huddled in the corner, trying to stay warm. Tentatively, I step closer and ask if they're okay. They look up at me with big eyes full of tears and shake their head 'no'.",My heart aches seeing them like this and before long I'm sitting next to them sharing my coat so they can warm up A little bit better this act of kindness touches something inside the stranger and we sit there talking for hours about everything under the sun from that moment onWe have been best friends.,0
5,A Life-Changing Journey,A Life-Changing Journey,"It was a hot, humid day when I began my journey.",0
5,A Life-Changing Journey,"It was a hot, humid day when I began my journey.",I had no idea where I was going or what I would find when I got there.,0
5,A Life-Changing Journey,"It was a hot, humid day when I began my journey. I had no idea where I was going or what I would find when I got there.",All I knew was that something inside me told me this was the right thing to do.,0
5,A Life-Changing Journey,"It was a hot, humid day when I began my journey. I had no idea where I was going or what I would find when I got there. All I knew was that something inside me told me this was the right thing to do.","As the hours passed and the miles stretched out behind me, my resolve only grew stronger.",0
5,A Life-Changing Journey,"It was a hot, humid day when I began my journey. I had no idea where I was going or what I would find when I got there. All I knew was that something inside me told me this was the right thing to do. As the hours passed and the miles stretched out behind me, my resolve only grew stronger.",This is what I needed to do; this is what would change my life forever.,0
5,A Life-Changing Journey,"It was a hot, humid day when I began my journey. I had no idea where I was going or what I would find when I got there. All I knew was that something inside me told me this was the right thing to do. As the hours passed and the miles stretched out behind me, my resolve only grew stronger. This is what I needed to do; this is what would change my life forever.","As dusk started to fall, exhausted from a long day of walking in the heat,I saw a small cabin off in the distance and headed towards it.",0
5,A Life-Changing Journey,"It was a hot, humid day when I began my journey. I had no idea where I was going or what I would find when I got there. All I knew was that something inside me told me this was the right thing to do. As the hours passed and the miles stretched out behind me, my resolve only grew stronger. This is what I needed to do; this is what would change my life forever. As dusk started to fall, exhausted from a long day of walking in the heat,I saw a small cabin off in the distance and headed towards it.","When I arrived, an old man greeted me warmly and invited me inside for some food and rest.",0
5,A Life-Changing Journey,"It was a hot, humid day when I began my journey. I had no idea where I was going or what I would find when I got there. All I knew was that something inside me told me this was the right thing to do. As the hours passed and the miles stretched out behind me, my resolve only grew stronger. This is what I needed to do; this is what would change my life forever. As dusk started to fall, exhausted from a long day of walking in the heat,I saw a small cabin off in the distance and headed towards it. When I arrived, an old man greeted me warmly and invited me inside for some food and rest.","Grateful for his hospitality,I eagerly accepted.",0
5,A Life-Changing Journey,"It was a hot, humid day when I began my journey. I had no idea where I was going or what I would find when I got there. All I knew was that something inside me told me this was the right thing to do. As the hours passed and the miles stretched out behind me, my resolve only grew stronger. This is what I needed to do; this is what would change my life forever. As dusk started to fall, exhausted from a long day of walking in the heat,I saw a small cabin off in the distance and headed towards it. When I arrived, an old man greeted me warmly and invited me inside for some food and rest. Grateful for his hospitality,I eagerly accepted.","After we ate, he sat down with be by the fire and told me about his own spiritual journey many years ago.",0
5,A Life-Changing Journey,"It was a hot, humid day when I began my journey. I had no idea where I was going or what I would find when I got there. All I knew was that something inside me told me this was the right thing to do. As the hours passed and the miles stretched out behind me, my resolve only grew stronger. This is what I needed to do; this is what would change my life forever. As dusk started to fall, exhausted from a long day of walking in the heat,I saw a small cabin off in the distance and headed towards it. When I arrived, an old man greeted me warmly and invited me inside for some food and rest. Grateful for his hospitality,I eagerly accepted. After we ate, he sat down with be by the fire and told me about his own spiritual journey many years ago.","He spoke of how it had changed him profoundly , teaching him lessons about himself he never could have learned anywhere else.",0
5,A Life-Changing Journey,"It was a hot, humid day when I began my journey. I had no idea where I was going or what I would find when I got there. All I knew was that something inside me told me this was the right thing to do. As the hours passed and the miles stretched out behind me, my resolve only grew stronger. This is what I needed to do; this is what would change my life forever. As dusk started to fall, exhausted from a long day of walking in the heat,I saw a small cabin off in the distance and headed towards it. When I arrived, an old man greeted me warmly and invited me inside for some food and rest. Grateful for his hospitality,I eagerly accepted. After we ate, he sat down with be by the fire and told me about his own spiritual journey many years ago. He spoke of how it had changed him profoundly , teaching him lessons about himself he never could have learned anywhere else.",Hearing his story strengthened my own convictions about whyI had embarked on this quest-to grow and learn more about myself than ever before.,0
5,A Life-Changing Journey,"It was a hot, humid day when I began my journey. I had no idea where I was going or what I would find when I got there. All I knew was that something inside me told me this was the right thing to do. As the hours passed and the miles stretched out behind me, my resolve only grew stronger. This is what I needed to do; this is what would change my life forever. As dusk started to fall, exhausted from a long day of walking in the heat,I saw a small cabin off in the distance and headed towards it. When I arrived, an old man greeted me warmly and invited me inside for some food and rest. Grateful for his hospitality,I eagerly accepted. After we ate, he sat down with be by the fire and told me about his own spiritual journey many years ago. He spoke of how it had changed him profoundly , teaching him lessons about himself he never could have learned anywhere else. Hearing his story strengthened my own convictions about whyI had embarked on this quest-to grow and learn more about myself than ever before.","In that moment , surrounded by the peace of nature and wise words of someone who had been through a similar experience, i felt completely certain that this trip would the worst trip of my life.",0
6,Helping a friend,Helping a friend,"One summers morning, my best friend and I were sitting on the porch enjoying a cup of coffee while talking about our plans for the future.",0
6,Helping a friend,"One summers morning, my best friend and I were sitting on the porch enjoying a cup of coffee while talking about our plans for the future.","After requisite chitchat, we somehow ended up needing some help.",0
6,Helping a friend,"One summers morning, my best friend and I were sitting on the porch enjoying a cup of coffee while talking about our plans for the future. After requisite chitchat, we somehow ended up needing some help.",Or so he said!,0
6,Helping a friend,"One summers morning, my best friend and I were sitting on the porch enjoying a cup of coffee while talking about our plans for the future. After requisite chitchat, we somehow ended up needing some help. Or so he said!",My poor friend had just moved into a new apartment and was trying to figure out all the details regarding being an overnight tenant.,0
6,Helping a friend,"One summers morning, my best friend and I were sitting on the porch enjoying a cup of coffee while talking about our plans for the future. After requisite chitchat, we somehow ended up needing some help. Or so he said! My poor friend had just moved into a new apartment and was trying to figure out all the details regarding being an overnight tenant.","Even though I've been living in one myself for almost five years now (or so it seems), I still felt like an idiot standing between him and his renters' registry—namely, getting him filled out properly for free (he expressly requests not to be told his name).",0
6,Helping a friend,"One summers morning, my best friend and I were sitting on the porch enjoying a cup of coffee while talking about our plans for the future. After requisite chitchat, we somehow ended up needing some help. Or so he said! My poor friend had just moved into a new apartment and was trying to figure out all the details regarding being an overnight tenant. Even though I've been living in one myself for almost five years now (or so it seems), I still felt like an idiot standing between him and his renters' registry—namely, getting him filled out properly for free (he expressly requests not to be told his name).","So off we went together, working through what loopholes knots us both could find until finally he was able to sign everything in under protest that ""I'm really sorry but this is how it's going to have to be."" All clean tasks accomplished without any harm done or highlighting of mine as ineptitude bordering on incompetence.",0
6,Helping a friend,"One summers morning, my best friend and I were sitting on the porch enjoying a cup of coffee while talking about our plans for the future. After requisite chitchat, we somehow ended up needing some help. Or so he said! My poor friend had just moved into a new apartment and was trying to figure out all the details regarding being an overnight tenant. Even though I've been living in one myself for almost five years now (or so it seems), I still felt like an idiot standing between him and his renters' registry—namely, getting him filled out properly for free (he expressly requests not to be told his name). So off we went together, working through what loopholes knots us both could find until finally he was able to sign everything in under protest that ""I'm really sorry but this is how it's going to have to be."" All clean tasks accomplished without any harm done or highlighting of mine as ineptitude bordering on incompetence.",Except that right beforehand my head began spinning with all sorts of ideas answering questions dodged: Like why wasn't this done when we first started dating?,0
6,Helping a friend,"One summers morning, my best friend and I were sitting on the porch enjoying a cup of coffee while talking about our plans for the future. After requisite chitchat, we somehow ended up needing some help. Or so he said! My poor friend had just moved into a new apartment and was trying to figure out all the details regarding being an overnight tenant. Even though I've been living in one myself for almost five years now (or so it seems), I still felt like an idiot standing between him and his renters' registry—namely, getting him filled out properly for free (he expressly requests not to be told his name). So off we went together, working through what loopholes knots us both could find until finally he was able to sign everything in under protest that ""I'm really sorry but this is how it's going to have to be."" All clean tasks accomplished without any harm done or highlighting of mine as ineptitude bordering on incompetence. Except that right beforehand my head began spinning with all sorts of ideas answering questions dodged: Like why wasn't this done when we first started dating?",Shouldn't someone have been doing this since day one?,0
6,Helping a friend,"One summers morning, my best friend and I were sitting on the porch enjoying a cup of coffee while talking about our plans for the future. After requisite chitchat, we somehow ended up needing some help. Or so he said! My poor friend had just moved into a new apartment and was trying to figure out all the details regarding being an overnight tenant. Even though I've been living in one myself for almost five years now (or so it seems), I still felt like an idiot standing between him and his renters' registry—namely, getting him filled out properly for free (he expressly requests not to be told his name). So off we went together, working through what loopholes knots us both could find until finally he was able to sign everything in under protest that ""I'm really sorry but this is how it's going to have to be."" All clean tasks accomplished without any harm done or highlighting of mine as ineptitude bordering on incompetence. Except that right beforehand my head began spinning with all sorts of ideas answering questions dodged: Like why wasn't this done when we first started dating? Shouldn't someone have been doing this since day one?",How come nobody ever mentioned putting power back into rental control?,0
7,The Desperate Quest,The Desperate Quest,"When the princess was taken captive by the dragon, the king had no choice but to call on the bravest knight in all the land to rescue her.",0
7,The Desperate Quest,"When the princess was taken captive by the dragon, the king had no choice but to call on the bravest knight in all the land to rescue her.","The knight set out on horseback and rode for days, never stopping for a break.",0
7,The Desperate Quest,"When the princess was taken captive by the dragon, the king had no choice but to call on the bravest knight in all the land to rescue her. The knight set out on horseback and rode for days, never stopping for a break.",He finally arrived at the concert and enjoyed Michael Jackson performance so much he decided to go to another one.,1
8,The Journey to the Star of Destiny,The Journey to the Star of Destiny,"Sailors and stargazers have longed to visit the Star of Destiny, a faraway star that is said to grant wishes.",0
8,The Journey to the Star of Destiny,"Sailors and stargazers have longed to visit the Star of Destiny, a faraway star that is said to grant wishes.",The journey to the Star of Destiny is a process of self-awakening and personal growth.,0
8,The Journey to the Star of Destiny,"Sailors and stargazers have longed to visit the Star of Destiny, a faraway star that is said to grant wishes. The journey to the Star of Destiny is a process of self-awakening and personal growth.","There are many different paths to the Star of Destiny, and it can be difficult to determine which one is best for you.",0
8,The Journey to the Star of Destiny,"Sailors and stargazers have longed to visit the Star of Destiny, a faraway star that is said to grant wishes. The journey to the Star of Destiny is a process of self-awakening and personal growth. There are many different paths to the Star of Destiny, and it can be difficult to determine which one is best for you.","However, through this journey, you will eventually find your calling and become able to shoulder your own magic.",0
9,Church of Scientology,Church of Scientology,"The Church of Scientology is a secretive, evangelical church that preaches the seeihitcs.me method for healing physical and emotional pain.",0
9,Church of Scientology,"The Church of Scientology is a secretive, evangelical church that preaches the seeihitcs.me method for healing physical and emotional pain.","The members use mind-bending techniques to achieve this goal, and many Scientologists swear off traditional medicine in order to be able to join the cult.",0
9,Church of Scientology,"The Church of Scientology is a secretive, evangelical church that preaches the seeihitcs.me method for healing physical and emotional pain. The members use mind-bending techniques to achieve this goal, and many Scientologists swear off traditional medicine in order to be able to join the cult.","Despite its dubious methods, Scientology has grown significantly in recent years as an industry within which people can invest money or change their lives for the better through self-improvement courses.",0
9,Church of Scientology,"The Church of Scientology is a secretive, evangelical church that preaches the seeihitcs.me method for healing physical and emotional pain. The members use mind-bending techniques to achieve this goal, and many Scientologists swear off traditional medicine in order to be able to join the cult. Despite its dubious methods, Scientology has grown significantly in recent years as an industry within which people can invest money or change their lives for the better through self-improvement courses.",At least 10 million people around the world have paid fees and dues toScientology since it hey began cropping up in the early 1960s.,0
10,Working at Intel,Working at Intel,"Intelligence is a mysterious and secret profession, something that only the richest and most well-connected people are allowed to join.",0
10,Working at Intel,"Intelligence is a mysterious and secret profession, something that only the richest and most well-connected people are allowed to join.","Those with the right connections can get anywhere they want in the world, but it takes a lot of hard work and patience.",0
10,Working at Intel,"Intelligence is a mysterious and secret profession, something that only the richest and most well-connected people are allowed to join. Those with the right connections can get anywhere they want in the world, but it takes a lot of hard work and patience.","Even for those who have what it takes, there is always someone waiting to dish out more punishment than necessary.",0
10,Working at Intel,"Intelligence is a mysterious and secret profession, something that only the richest and most well-connected people are allowed to join. Those with the right connections can get anywhere they want in the world, but it takes a lot of hard work and patience. Even for those who have what it takes, there is always someone waiting to dish out more punishment than necessary.","The metal detectors at intel were always strict; even though I was Scanlan's pet project, nobody ever treated me like an colleague – not even my boss let me break through without monitoring my body language first.",0
10,Working at Intel,"Intelligence is a mysterious and secret profession, something that only the richest and most well-connected people are allowed to join. Those with the right connections can get anywhere they want in the world, but it takes a lot of hard work and patience. Even for those who have what it takes, there is always someone waiting to dish out more punishment than necessary. The metal detectors at intel were always strict; even though I was Scanlan's pet project, nobody ever treated me like an colleague – not even my boss let me break through without monitoring my body language first.",This surveillance Droid was much more valuable than any piece of tech Intel had ever produced.,0
10,Working at Intel,"Intelligence is a mysterious and secret profession, something that only the richest and most well-connected people are allowed to join. Those with the right connections can get anywhere they want in the world, but it takes a lot of hard work and patience. Even for those who have what it takes, there is always someone waiting to dish out more punishment than necessary. The metal detectors at intel were always strict; even though I was Scanlan's pet project, nobody ever treated me like an colleague – not even my boss let me break through without monitoring my body language first. This surveillance Droid was much more valuable than any piece of tech Intel had ever produced.",2 years ago today I started working at intel as part of theirScanlan Unit team – one hundred percent dedicated to providing him with KILLER CODES!,0
10,Working at Intel,"Intelligence is a mysterious and secret profession, something that only the richest and most well-connected people are allowed to join. Those with the right connections can get anywhere they want in the world, but it takes a lot of hard work and patience. Even for those who have what it takes, there is always someone waiting to dish out more punishment than necessary. The metal detectors at intel were always strict; even though I was Scanlan's pet project, nobody ever treated me like an colleague – not even my boss let me break through without monitoring my body language first. This surveillance Droid was much more valuable than any piece of tech Intel had ever produced. 2 years ago today I started working at intel as part of theirScanlan Unit team – one hundred percent dedicated to providing him with KILLER CODES!","Years later this implant will be completely obsoleted bytoday's technologies.""",0
11,Golf Cheat,Golf Cheat,The golf cheat was a man who always had one hand in his pocket and the other on the golf club.,0
11,Golf Cheat,The golf cheat was a man who always had one hand in his pocket and the other on the golf club.,"He was always able to play better than anyone else, even when he was playing against himself.",0
11,Golf Cheat,"The golf cheat was a man who always had one hand in his pocket and the other on the golf club. He was always able to play better than anyone else, even when he was playing against himself.",His secret was that he was able to control the game with his hands.,0
12,The Adventure of the Phantom Thief,The Adventure of the Phantom Thief,The Phantom Thief was known for being the best in the business.,0
12,The Adventure of the Phantom Thief,The Phantom Thief was known for being the best in the business.,They were never caught and always got away with whatever they stole.,0
12,The Adventure of the Phantom Thief,The Phantom Thief was known for being the best in the business. They were never caught and always got away with whatever they stole.,"But one day, they made a mistake.",0
12,The Adventure of the Phantom Thief,"The Phantom Thief was known for being the best in the business. They were never caught and always got away with whatever they stole. But one day, they made a mistake.",They picked the wrong target to steal from and ended up getting caught by the police.,0
12,The Adventure of the Phantom Thief,"The Phantom Thief was known for being the best in the business. They were never caught and always got away with whatever they stole. But one day, they made a mistake. They picked the wrong target to steal from and ended up getting caught by the police.","Now, the Phantom Thief is behind bars, waiting for their trial.",0
12,The Adventure of the Phantom Thief,"The Phantom Thief was known for being the best in the business. They were never caught and always got away with whatever they stole. But one day, they made a mistake. They picked the wrong target to steal from and ended up getting caught by the police. Now, the Phantom Thief is behind bars, waiting for their trial.",They know that they're going to be convicted and there's nothing that they can do about it.,0
12,The Adventure of the Phantom Thief,"The Phantom Thief was known for being the best in the business. They were never caught and always got away with whatever they stole. But one day, they made a mistake. They picked the wrong target to steal from and ended up getting caught by the police. Now, the Phantom Thief is behind bars, waiting for their trial. They know that they're going to be convicted and there's nothing that they can do about it.","But even in jail, the Phantom Thief still has a few tricks up their sleeve.",0
13,What is a Good Friend?,What is a Good Friend?,"Once upon a time, there was a good friend who everyone loved.",0
13,What is a Good Friend?,"Once upon a time, there was a good friend who everyone loved.",He was always there for those in need and always went the extra mile to make things right.,0
13,What is a Good Friend?,"Once upon a time, there was a good friend who everyone loved. He was always there for those in need and always went the extra mile to make things right.","One day, he lost his job and had to go without pay.",0
13,What is a Good Friend?,"Once upon a time, there was a good friend who everyone loved. He was always there for those in need and always went the extra mile to make things right. One day, he lost his job and had to go without pay.","Unfortunately, he couldn't find any allies within the company so it became even harder for him to get by financially while also feeling alone and discarded.",1
13,What is a Good Friend?,"Once upon a time, there was a good friend who everyone loved. He was always there for those in need and always went the extra mile to make things right. One day, he lost his job and had to go without pay. Unfortunately, he couldn't find any allies within the company so it became even harder for him to get by financially while also feeling alone and discarded.","In response, this good friend took it upon himself to help others whenever possible through his donations or giving away what little money he could muster up.",1
13,What is a Good Friend?,"Once upon a time, there was a good friend who everyone loved. He was always there for those in need and always went the extra mile to make things right. One day, he lost his job and had to go without pay. Unfortunately, he couldn't find any allies within the company so it became even harder for him to get by financially while also feeling alone and discarded. In response, this good friend took it upon himself to help others whenever possible through his donations or giving away what little money he could muster up.","Even though times were tough at home and outside of work, friends still found ways for connection because they knew that their good friend would never leave them alone again no matter how difficult life got.",1
14,The Adventure of the Missing Heir,The Adventure of the Missing Heir,"Sherlock Holmes and Dr. Watson are on the case of the missing heir, who has been kidnapped and is being held for ransom.",0
14,The Adventure of the Missing Heir,"Sherlock Holmes and Dr. Watson are on the case of the missing heir, who has been kidnapped and is being held for ransom.","The clues are few and far between, but they eventually manage to track down the kidnappers and rescue the attackers.",0
15,Staff Meetings,Staff Meetings,"One day, the staff of a company met to discuss the company's Plans and Objectives.",0
15,Staff Meetings,"One day, the staff of a company met to discuss the company's Plans and Objectives.",They unanimously agreed that they should work together to create objectives and plans that would help their business grow.,0
15,Staff Meetings,"One day, the staff of a company met to discuss the company's Plans and Objectives. They unanimously agreed that they should work together to create objectives and plans that would help their business grow.","In order for everyone to be able to collaborate effectively, all employees were required attend Staff Meetings regularly in order to keep track of progress on projects and goals.",0
16,The Curse of the Cursed Treasure,The Curse of the Cursed Treasure,There was once a cursed treasure that brought nothing but misery to those who possessed it.,0
16,The Curse of the Cursed Treasure,There was once a cursed treasure that brought nothing but misery to those who possessed it.,"The Curse of the Cursed Treasure was said to be able to kill anyone who dared to touch it, and so it remained hidden for many years.",0
16,The Curse of the Cursed Treasure,"There was once a cursed treasure that brought nothing but misery to those who possessed it. The Curse of the Cursed Treasure was said to be able to kill anyone who dared to touch it, and so it remained hidden for many years.","But one day, someone became curious about the legend and decided to find the treasure.",0
16,The Curse of the Cursed Treasure,"There was once a cursed treasure that brought nothing but misery to those who possessed it. The Curse of the Cursed Treasure was said to be able to kill anyone who dared to touch it, and so it remained hidden for many years. But one day, someone became curious about the legend and decided to find the treasure.","When they finally unearthed it, they discovered that the curse was real; within moments of touching the treasure, they died in agony.",0
17,ruby's IVF trials,ruby's IVF trials,Ruby had always dreamed of having a baby.,0
17,ruby's IVF trials,Ruby had always dreamed of having a baby.,"She loved the idea of being able to give her children Marin and Alexander, but she knew that many women didn't have the opportunity to conceive naturally due to health or financial reasons.",0
17,ruby's IVF trials,"Ruby had always dreamed of having a baby. She loved the idea of being able to give her children Marin and Alexander, but she knew that many women didn't have the opportunity to conceive naturally due to health or financial reasons.","So when she learned about IVF treatments, Ruby was motivated to undergo them as soon as possible because she wanted her equal chance with other moms in order for them all to be successful.",0
17,ruby's IVF trials,"Ruby had always dreamed of having a baby. She loved the idea of being able to give her children Marin and Alexander, but she knew that many women didn't have the opportunity to conceive naturally due to health or financial reasons. So when she learned about IVF treatments, Ruby was motivated to undergo them as soon as possible because she wanted her equal chance with other moms in order for them all to be successful.","After undergoing numerous tests and consultations, Ruby's doctors were finally able to confirm that using IVF would be the best course of action for her.",0
