,title,text,sents,coherence_per_sent,cohesion_per_sent,consistency_per_sent,relevance_per_sent
10,Young people enjoy life more than older people do.,"Young people and old people have different life styles. As far as I am concerned, young people have more methods of enjoying life than old people. In the following paragraphs, I will reason and provide examples to support my opinion. Young people are full of energy, which means that besides their studies and work, they have much more energy to have fun. Young people are normally in good health so they do not feel tired after work and havefun. At night, the dancing bars are full of young people. They dance, talk to each other and drink together. During the holidays, young people drive to the mountains or the sea shore to hunt , canoe or hike. Because old people need more time to recover from the tiredness of the work, they cannot spend as much time as young people on holiday travel. They normally stay at home and watch the TV or chat with their old friends. Young people have more new methods to enjoy life because their brains run faster than old people. Because there is a lot of pressure from the job, young people need more methods to remove the pressure otherwise their health will be damaged. Young people develop new methods everyday and then spread them all over the world. They practise new methods of entertainment and discuss them on the network. On the contrary, old people normally stick to a few kinds of entertainment for a long time and do not want to try new methods. Old people know how to enjoy life and they have their methods of enjoying life.","['Young people and old people have different life styles. As far as I am concerned, young people have more methods of enjoying life than old people. In the following paragraphs, I will reason and provide examples to support my opinion. Young people are full of energy, which means that besides their studies and work, they have much more energy to have fun. Young people are normally in good health so they do not feel tired after work and havefun. At night, the dancing bars are full of young people. They dance, talk to each other and drink together. During the holidays, young people drive to the mountains or the sea shore to hunt , canoe or hike. Because old people need more time to recover from the tiredness of the work, they cannot spend as much time as young people on holiday travel. They normally stay at home and watch the TV or chat with their old friends. Young people have more new methods to enjoy life because their brains run faster than old people. Because there is a lot of pressure from the job, young people need more methods to remove the pressure otherwise their health will be damaged. Young people develop new methods everyday and then spread them all over the world. They practise new methods of entertainment and discuss them on the network. On the contrary, old people normally stick to a few kinds of entertainment for a long time and do not want to try new methods.', 'Old people know how to enjoy life and they have their methods of enjoying life.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
11,Young people enjoy life more than older people do.,"Yong people enjoy life more than older people do. I agree with this statement. Nowadays young people enjoy themselves well compared to in the old days. Because at this present time they have so many entertaining equipments and these all are not available in the olden days. And the world is developing rapidly. At a time, young people also worked hard to achieve their goals and to realise their ambitions. They are doing hardwork and enjoy it at a time. They separate their time for working and for enjoying themselves. Now these days so many young people are working for many great companies and corporate companies,then they all work weekly for five days for company and the remaining two days they are enjoyed with their friends and family. So young people also do hardwork but they make some schedule and follow that. Now so many young people are working for some company or worked for some institute,But these companies and institutes are built by old people. So old people work in their young days without enjoyment and without free time then they can run those institutes and companies. From the above two sentences i can say that old people work harder than young people so with that reason they reached higher levels.","['Yong people enjoy life more than older people do. I agree with this statement. Nowadays young people enjoy themselves well compared to in the old days. Because at this present time they have so many entertaining equipments and these all are not available in the olden days. And the world is developing rapidly. At a time, young people also worked hard to achieve their goals and to realise their ambitions. They are doing hardwork and enjoy it at a time. They separate their time for working and for enjoying themselves. Now these days so many young people are working for many great companies and corporate companies,then they all work weekly for five days for company and the remaining two days they are enjoyed with their friends and family. So young people also do hardwork but they make some schedule and follow that. Now so many young people are working for some company or worked for some institute,But these companies and institutes are built by old people. So old people work in their young days without enjoyment and without free time then they can run those institutes and companies.', 'From the above two sentences i can say that old people work harder than young people so with that reason they reached higher levels.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
12,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"Nowadays, the more the students are educated, the deeper knowledge they will have on their subject. However, some of them may have two majors. Which idea is good? In this essay, there are several reasons why I do not agree with having broad knowledge of many academic subjects. First of all, everyone has got the same time. In other words, the condition to have an amount of study may be the same for everyone. If you spend all your time on a specific subject, you can improve a lot rather than the person who spends his or her time on two subjects. This is because he or she should divide the time. Let us assume that there are two students and the same time is offered: A person who only does economics and B person who does economics and politics. Compared with A person, B person would know more about politics.","['Nowadays, the more the students are educated, the deeper knowledge they will have on their subject. However, some of them may have two majors. Which idea is good? In this essay, there are several reasons why I do not agree with having broad knowledge of many academic subjects. First of all, everyone has got the same time. In other words, the condition to have an amount of study may be the same for everyone. If you spend all your time on a specific subject, you can improve a lot rather than the person who spends his or her time on two subjects. This is because he or she should divide the time. Let us assume that there are two students and the same time is offered: A person who only does economics and B person who does economics and politics.', 'Compared with A person, B person would know more about politics.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
13,Young people nowadays do not give enough time to helping their communities.,"These days, young people do not give enough time to helping their communities. yes i agree with this. because the main point is they have no interest in helping others. some young people are giving enough time to help their communities.","['These days, young people do not give enough time to helping their communities. yes i agree with this. because the main point is they have no interest in helping others.', 'some young people are giving enough time to help their communities.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
14,Successful people try new things and take risks rather than only doing what they already know how to do well.,"Trying new things and taking risks is a good way to improve your skills and knowledge. you can have more benefits than only doing what you know. Therefore, successful people try new things and take risks rather than only doing what they already know how to do well. Trying to do new things will give you a lot of benefits. Also, it will improve your skills which will help you in your career. Moreover, you can try new things by studying and improving your education. one person who has the privilege of not having a career or a salary as one receives a high certificate. Taking risks can also make you a successful person. You can enter new projects, which will receive a lot of money from you. But, the new projects may not receive that money. This is the risk taking. Successful person is the only person who can enter these projects.","['Trying new things and taking risks is a good way to improve your skills and knowledge. you can have more benefits than only doing what you know. Therefore, successful people try new things and take risks rather than only doing what they already know how to do well. Trying to do new things will give you a lot of benefits. Also, it will improve your skills which will help you in your career. Moreover, you can try new things by studying and improving your education. one person who has the privilege of not having a career or a salary as one receives a high certificate. Taking risks can also make you a successful person. You can enter new projects, which will receive a lot of money from you. But, the new projects may not receive that money. This is the risk taking.', 'Successful person is the only person who can enter these projects.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
15,Young people nowadays do not give enough time to helping their communities.,"I agree that young people nowadays do not give enough time to helping their communities. There are three reasons in my opinion which led to the situation. First, there are too many amusing activities to do. New high-tech toys and recreations are being introduced to the teenager and keeping them stuck on those things. Big companies use strong advertising and free trails to make sure the potential consumers will not do anything else but spend time on the products. Moreover, interacting with friends takes most young people's time. All of these activities occupied every minute of them. Second, education from young people's parents does not give them the idea. To live in a competitive world, children are taught to learn knowledge as much as they can and give attention to other things as little as they can. Cram school is always the first and only choice for young people to hang around. They are told to keep their hands from things that are helpless to their grades. Due to this twisted concept, young people are not interested in community activities. Third, the media broadcasts negative examples which stop young people from taking action. People refuse to give time to helping their communities because of bad news. A crazy person might hurt an unexperienced teenager while asking for help.","[""I agree that young people nowadays do not give enough time to helping their communities. There are three reasons in my opinion which led to the situation. First, there are too many amusing activities to do. New high-tech toys and recreations are being introduced to the teenager and keeping them stuck on those things. Big companies use strong advertising and free trails to make sure the potential consumers will not do anything else but spend time on the products. Moreover, interacting with friends takes most young people's time. All of these activities occupied every minute of them. Second, education from young people's parents does not give them the idea. To live in a competitive world, children are taught to learn knowledge as much as they can and give attention to other things as little as they can. Cram school is always the first and only choice for young people to hang around. They are told to keep their hands from things that are helpless to their grades. Due to this twisted concept, young people are not interested in community activities. Third, the media broadcasts negative examples which stop young people from taking action. People refuse to give time to helping their communities because of bad news."", 'A crazy person might hurt an unexperienced teenager while asking for help.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
16,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"In an aspect of shot time,It seems more effective to learn facts than to understand ideas and concepts because we can see or realize how much information or how many facts we learned and knew. However, I totally agree that it is more important for students to understand ideas and concepts than it is for them to learn facts because of the following 3 reasons.","['In an aspect of shot time,It seems more effective to learn facts than to understand ideas and concepts because we can see or realize how much information or how many facts we learned and knew.', 'However, I totally agree that it is more important for students to understand ideas and concepts than it is for them to learn facts because of the following 3 reasons.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
17,Young people enjoy life more than older people do.,"We all hope that we want to enjoy our lives. Then this question comes to my mind, which enjoy life more, young people or older people? I think young people enjoy life more than older people. There are three reasons. First, young people have healthier bodies than older people do. Second, they have a longer time in the rest of their lives than older people do. Third, older people tend to say that the younger the better.","['We all hope that we want to enjoy our lives. Then this question comes to my mind, which enjoy life more, young people or older people? I think young people enjoy life more than older people. There are three reasons. First, young people have healthier bodies than older people do. Second, they have a longer time in the rest of their lives than older people do.', 'Third, older people tend to say that the younger the better.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
18,Young people enjoy life more than older people do.,"I do not agree with this statement because younger and older people have different ways to enjoy life. Life is not about age whether it is a young person or an older person, but instead about the symbolism of joy is a way of enlightening and bringing happiness. Younger people might think or have the idea that they are the only ones to enjoy life, but at what cost. Older people have the treasure of wisdom among knowledge, with a conviction of lots of experience, they have the mature and most important quality, patience. I have seen older people enjoying life more then younger people, but also, comes to a cost of good health.","['I do not agree with this statement because younger and older people have different ways to enjoy life. Life is not about age whether it is a young person or an older person, but instead about the symbolism of joy is a way of enlightening and bringing happiness. Younger people might think or have the idea that they are the only ones to enjoy life, but at what cost. Older people have the treasure of wisdom among knowledge, with a conviction of lots of experience, they have the mature and most important quality, patience.', 'I have seen older people enjoying life more then younger people, but also, comes to a cost of good health.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
19,The best way to travel is in a group led by a tour guide.,"Everyone wants to know about the world around him or her for better understanding of different cultural back groundsand also to explore new things. This unquenchable desire for humans not only leads him to travel to different places on the earth but also to other parts of the universe. In the fast moving era everything in the world is constantly changing ,especially when it comes to time. Having a proper timetable is the most valuable key to a better life. So inorder to save my precious time i surely go on a trip with a. tour guide. If we go to a new place,its better if we have any local person who can call us to tell us about the history of that place. Mostly locals know better than the scholars who did research into that place. Because they will get all the information from their elders. Not only that the tour guide can also take visitors to different parts of the place from forests to rich green agricultural areas. In this way visitors can explore from wild animals to small beautiful local birds. Secondly, a tour guide can show more places in less time. Anyway it may take somuch time.","['Everyone wants to know about the world around him or her for better understanding of different cultural back groundsand also to explore new things. This unquenchable desire for humans not only leads him to travel to different places on the earth but also to other parts of the universe. In the fast moving era everything in the world is constantly changing ,especially when it comes to time. Having a proper timetable is the most valuable key to a better life. So inorder to save my precious time i surely go on a trip with a. tour guide. If we go to a new place,its better if we have any local person who can call us to tell us about the history of that place. Mostly locals know better than the scholars who did research into that place. Because they will get all the information from their elders. Not only that the tour guide can also take visitors to different parts of the place from forests to rich green agricultural areas. In this way visitors can explore from wild animals to small beautiful local birds. Secondly, a tour guide can show more places in less time.', 'Anyway it may take somuch time.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
20,Young people enjoy life more than older people do.,"60% of people who work do not have time for entertainment because of their work. They can not do anything about this. So I think young people will enjoy life more because they have a lot of free time, they are healthier and they and they usually do not have children. The young people have a lot of free time, and their life will not be affected if they waste it. When I was in high school I usually did not study that much, and I always drove cars with my friends. I only study before those tests, and I usually get good grades. When we look at the health of a young man, it will be much better than an old one. In competitions we usually see young men and women win. once I ran with my father from our house to my grandfather's house. I was the first in that race, and after arriving I even waited for him. young people usually have children and that will affect their normal life.","[""60% of people who work do not have time for entertainment because of their work. They can not do anything about this. So I think young people will enjoy life more because they have a lot of free time, they are healthier and they and they usually do not have children. The young people have a lot of free time, and their life will not be affected if they waste it. When I was in high school I usually did not study that much, and I always drove cars with my friends. I only study before those tests, and I usually get good grades. When we look at the health of a young man, it will be much better than an old one. In competitions we usually see young men and women win. once I ran with my father from our house to my grandfather's house. I was the first in that race, and after arriving I even waited for him."", 'young people usually have children and that will affect their normal life.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
21,Successful people try new things and take risks rather than only doing what they already know how to do well.,"I disagree with the statement that successful people do not try new things and they use their previous knowledge of what they have learned because they already know what to do with the task. One of the examples I can remember of this is that a girl who always sat with me in my lunch period. She always worked very hard and I could see that she was a successful person and also will be in the future from what I saw of her. One day when she was doing her homework in front of me, I could not even tell what she was studying since it seemed like a difficult thing to me, she asked me if I could understand the question asked in the homework. I told her it is impossible for me to figure out the problem she can't even figure out. So she asked me what she should do so I told her to ask her classmates and ask them what they had answered. But she said no to that and said she is the smartest in the class and all the people are not very intelligent as she is so she can not take a risk.","[""I disagree with the statement that successful people do not try new things and they use their previous knowledge of what they have learned because they already know what to do with the task. One of the examples I can remember of this is that a girl who always sat with me in my lunch period. She always worked very hard and I could see that she was a successful person and also will be in the future from what I saw of her. One day when she was doing her homework in front of me, I could not even tell what she was studying since it seemed like a difficult thing to me, she asked me if I could understand the question asked in the homework. I told her it is impossible for me to figure out the problem she can't even figure out. So she asked me what she should do so I told her to ask her classmates and ask them what they had answered."", 'But she said no to that and said she is the smartest in the class and all the people are not very intelligent as she is so she can not take a risk.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
22,Young people nowadays do not give enough time to helping their communities.,"I strongly disagree with this statement, as i do not see why it would be correct. It contains no arguments to support its claim. Young people do give enough time to helping their communities nowadays, as they always have.","['I strongly disagree with this statement, as i do not see why it would be correct. It contains no arguments to support its claim.', 'Young people do give enough time to helping their communities nowadays, as they always have.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
23,Most advertisements make products seem much better than they really are.,"With the rise of capitalism as the dominant economic system around the world, advertising has emerged as one of the key elements of the economy, especially in the 20th century. Producers use advertising as a way of introducing a product to the customer, creating meanings around it, in order to distinguish their products from the other similar ones on the market, to make them compatible and attractive to their customers. There are different ways of promoting a particular product. Topday the advertisement sector has developed a variety of ways in order to promote a particular product. One of them is the evaluation of the qualities of the advertised product. The purposes of the producers for advertising a product are not mainly to demonstrate the real characteristics of their products, but rather to be able to reach more customers and as many products as possible. However, this does not mean that all the advertisements are about a distorted picture of the products that they represent, What really counts for a successful advertisement is its ability to appeal to the customers. One advertiser can create such a distinctive style and tell the truth about the product and achieve success without illusion. Provided that the advertisement is in nature about the biased presentation of a particular product, one cannot expect that an advertisement should be reflecting the true characteristics of a product compared to the others.","['With the rise of capitalism as the dominant economic system around the world, advertising has emerged as one of the key elements of the economy, especially in the 20th century. Producers use advertising as a way of introducing a product to the customer, creating meanings around it, in order to distinguish their products from the other similar ones on the market, to make them compatible and attractive to their customers. There are different ways of promoting a particular product. Topday the advertisement sector has developed a variety of ways in order to promote a particular product. One of them is the evaluation of the qualities of the advertised product. The purposes of the producers for advertising a product are not mainly to demonstrate the real characteristics of their products, but rather to be able to reach more customers and as many products as possible. However, this does not mean that all the advertisements are about a distorted picture of the products that they represent, What really counts for a successful advertisement is its ability to appeal to the customers. One advertiser can create such a distinctive style and tell the truth about the product and achieve success without illusion.', 'Provided that the advertisement is in nature about the biased presentation of a particular product, one cannot expect that an advertisement should be reflecting the true characteristics of a product compared to the others.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
