,title,text,sents,coherence_per_sent,cohesion_per_sent,consistency_per_sent,relevance_per_sent
10,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"The issue is whether it is better to have knowledge of many academic subjects than to specialize in one particular subject. I believe it is very difficult to answer this question, because there are many aspects which speak for booth of them. I think having a specialization in one specific subject is important for a special job, like chemistry. It will help you to be good at this work and to have the knowledge. A boss in a firm or company would search for this special knowledge and i think you will have a good chance to get this job. The special knowledge is very useful for you and you are an expert in a special subject. People would ask you for help and you are able to give a answer, because you are well educated in this subject. But on the other hand you should have broad knowledge, because you have the chance to get a better job and people will respect you. In my view you have a better chance with a broad knowledge of a lot of academic subjects to get a good job in this world today. You have a better spectrum of knowledge and I think it will help you a lot. I think knowledge is power and that is very important. People would you have more respect and you only have knowledge of one subject.","['The issue is whether it is better to have knowledge of many academic subjects than to specialize in one particular subject. I believe it is very difficult to answer this question, because there are many aspects which speak for booth of them. I think having a specialization in one specific subject is important for a special job, like chemistry. It will help you to be good at this work and to have the knowledge. A boss in a firm or company would search for this special knowledge and i think you will have a good chance to get this job. The special knowledge is very useful for you and you are an expert in a special subject. People would ask you for help and you are able to give a answer, because you are well educated in this subject. But on the other hand you should have broad knowledge, because you have the chance to get a better job and people will respect you. In my view you have a better chance with a broad knowledge of a lot of academic subjects to get a good job in this world today. You have a better spectrum of knowledge and I think it will help you a lot. I think knowledge is power and that is very important.', 'People would you have more respect and you only have knowledge of one subject.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
11,The best way to travel is in a group led by a tour guide.,"One of my favourite hobbies is traveling. I disagree with the statement that the best way to travel is in a group led by a tour guide. I think,when I travel without any tour guide, I can go to any place which I would like to go to , and I can find my favorite places or things,and I can make more strong friendships. Firstly, without any tour guide, our travel will be more flexible for planning where to go or when to go. In my case, when I traveled with a tour guide, there was the place where I wanted to stay for a longer time,but he said ""we must go to the next. ""I felt unsatisfied. Secondly,it is possible for me to find a place or a thing which is not so famous. That is to say, I will get my own special place or thing. I do not like crowded places,so if I can find an unforgettable,but very good place or thing for me,I think I am happy. Finally, if there is no guide for our group, we will get together to make our travel more precious.","['One of my favourite hobbies is traveling. I disagree with the statement that the best way to travel is in a group led by a tour guide. I think,when I travel without any tour guide, I can go to any place which I would like to go to , and I can find my favorite places or things,and I can make more strong friendships. Firstly, without any tour guide, our travel will be more flexible for planning where to go or when to go. In my case, when I traveled with a tour guide, there was the place where I wanted to stay for a longer time,but he said ""we must go to the next. ""I felt unsatisfied. Secondly,it is possible for me to find a place or a thing which is not so famous. That is to say, I will get my own special place or thing. I do not like crowded places,so if I can find an unforgettable,but very good place or thing for me,I think I am happy.', 'Finally, if there is no guide for our group, we will get together to make our travel more precious.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
12,Young people enjoy life more than older people do.,"""Young people enjoy life more than older people. ""Yes,I agree with the given statement perfectly. For several reasons as follows, * At a young age people are not yet mature as people of older age,so that they can enjoy life with out any limits. * Similarly there is a lot of difference in their daily life span of living, such that young people don't have that much responsibilities when compared to older people. * If we consider an example, the young man who has not got married. He enjoys his life with his friends and parents in many ways, such as at parties at functions etc. ,because he does not need to go home earlier than he did not get married. * But where as the old man who got married had to go home early because he had a lot of responsibilities in his family. * Because the old man lives with his wife and the children that there is so much work to do. * But where as the young man will enjoy till the midnight of the parties wherever he likes. * If we note the fact that this old man also enjoyed his youth so much that he now has some responsibilities. * The young people also have some responsibilities internally, about the future and their studies.","['""Young people enjoy life more than older people. ""Yes,I agree with the given statement perfectly. For several reasons as follows, * At a young age people are not yet mature as people of older age,so that they can enjoy life with out any limits. * Similarly there is a lot of difference in their daily life span of living, such that young people don\'t have that much responsibilities when compared to older people. * If we consider an example, the young man who has not got married. He enjoys his life with his friends and parents in many ways, such as at parties at functions etc. ,because he does not need to go home earlier than he did not get married. * But where as the old man who got married had to go home early because he had a lot of responsibilities in his family. * Because the old man lives with his wife and the children that there is so much work to do. * But where as the young man will enjoy till the midnight of the parties wherever he likes. * If we note the fact that this old man also enjoyed his youth so much that he now has some responsibilities.', '* The young people also have some responsibilities internally, about the future and their studies.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
13,"In twenty years, there will be fewer cars in use than there are today.","I strongly hope so! I am rather stuffed by the continuous hearing of noisy cars, the pollution they produce and the stress they increase in people all day. I think that the number of cars must be reduced for a number of reasons of any kind. There are too many cars in cities: I m thinking of all the time i have been blocked in traffic, I m thinking of the stress that produces a situation like being in a jungle of clacson sound, people that insult each other with no reason, all the important appointed posts participated.","['I strongly hope so! I am rather stuffed by the continuous hearing of noisy cars, the pollution they produce and the stress they increase in people all day. I think that the number of cars must be reduced for a number of reasons of any kind.', 'There are too many cars in cities: I m thinking of all the time i have been blocked in traffic, I m thinking of the stress that produces a situation like being in a jungle of clacson sound, people that insult each other with no reason, all the important appointed posts participated.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
14,Successful people try new things and take risks rather than only doing what they already know how to do well.,"We can see many successful people in the word such as BILL GHATES and EINSTINE. BILL GHATES made a lot of money from creating a software called windows and EINSTINE made a great theory such as E=mc2. Even the way they succeed is different the common thing is that they gave their entire life to buildingit. In my opinion successful people don't try new things but try to develop the things they can do well. BILL GHATES met his first computer when he was 14 years old. At that time there were two famous companies called MACANTOSHI & APPLE(well later they united though). He tried to learn computers because it was very interesting. later at the age of 18 before graduating he made a school computer system by himself. This kind of result was possible because he constantly developed his talent. In my opinion, successful finding and challenging a new way is also important but constantly trying is also important. EINSTINE is also a successful person is a physicist.","[""We can see many successful people in the word such as BILL GHATES and EINSTINE. BILL GHATES made a lot of money from creating a software called windows and EINSTINE made a great theory such as E=mc2. Even the way they succeed is different the common thing is that they gave their entire life to buildingit. In my opinion successful people don't try new things but try to develop the things they can do well. BILL GHATES met his first computer when he was 14 years old. At that time there were two famous companies called MACANTOSHI & APPLE(well later they united though). He tried to learn computers because it was very interesting. later at the age of 18 before graduating he made a school computer system by himself. This kind of result was possible because he constantly developed his talent. In my opinion, successful finding and challenging a new way is also important but constantly trying is also important."", 'EINSTINE is also a successful person is a physicist.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
15,Young people enjoy life more than older people do.,"60% of people who work do not have time for entertainment because of their work. They can not do anything about this. So I think young people will enjoy life more because they have a lot of free time, they are healthier and they and they usually do not have children. The young people have a lot of free time, and their life will not be affected if they waste it. When I was in high school I usually did not study that much, and I always drove cars with my friends. I only study before those tests, and I usually get good grades. When we look at the health of a young man, it will be much better than an old one.","['60% of people who work do not have time for entertainment because of their work. They can not do anything about this. So I think young people will enjoy life more because they have a lot of free time, they are healthier and they and they usually do not have children. The young people have a lot of free time, and their life will not be affected if they waste it. When I was in high school I usually did not study that much, and I always drove cars with my friends. I only study before those tests, and I usually get good grades.', 'When we look at the health of a young man, it will be much better than an old one.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
16,Young people enjoy life more than older people do.,"Some people think that young people enjoy life more than older people, while others think that older people enjoy life more than younger people. I think that young people enjoy life more than older people because they have a lot of time to do whatever they want and also they are not married. I think that young people can enjoy life more than older people because young people have a lot of time to do everything. Also I think that because young people enjoy life doing the things that they like, such as, skating, snowboarding and surfing. Also I think that young people enjoy life because they always do the things that old peoplen't don't want to do.","['Some people think that young people enjoy life more than older people, while others think that older people enjoy life more than younger people. I think that young people enjoy life more than older people because they have a lot of time to do whatever they want and also they are not married. I think that young people can enjoy life more than older people because young people have a lot of time to do everything. Also I think that because young people enjoy life doing the things that they like, such as, skating, snowboarding and surfing.', ""Also I think that young people enjoy life because they always do the things that old peoplen't don't want to do.""]","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
17,"In twenty years, there will be fewer cars in use than there are today.","First and foremost let me try to put the focus on the terms: in twenty years there will be fewer cars in use than there are today. I do believe that will be true. Actually, in the future, on Earth, the level of pollution will be very great, the air will be bad and this will cause the car's pollution. Even today in the big cities there is the problem of pollution because on the streets there are a large number of cars from the morning to the evening. People use cars to go to the work place, because it is too far.","[""First and foremost let me try to put the focus on the terms: in twenty years there will be fewer cars in use than there are today. I do believe that will be true. Actually, in the future, on Earth, the level of pollution will be very great, the air will be bad and this will cause the car's pollution. Even today in the big cities there is the problem of pollution because on the streets there are a large number of cars from the morning to the evening."", 'People use cars to go to the work place, because it is too far.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
18,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"Yes i agree with the concept of discussing that it is more important for the students to understand ideas and concepts than it is for them to learn facts. Because by understanding the idea only a student can make decisions correctly. By understanding the concepts he or she can judge easily and can get through it. Most of the students understand the idea so that they can do things better and get a grip on that particular idea and also they can learn more things about the idea they learnt. For example a student preparing for his exams is coming over in a few days, to get rid of that he must read properly so that he does not forget that he prepared for the exams, so he must understand the concept of that particular subject that there is no need to mug up or there is no chance for forgetting the concept he had prepared for the exam. Understanding the idea and concepts the student can learn the facts. For example listening to the lecture in the professors' class there we need more concentration in the class, such that the student must understand the concept and perform well in the exam or in the seminar etc. By understanding the ideas and concepts he can perform them very perfectly. Ideas like in the software field we must learn and understand the concepts to perform well in our interviews, and also in the running project. There is only one way to learn the concept and implement it wherever it is used most in our lives. As mentioned above, the many students mug up the concepts and fail in the exams so the only solution to this is to understand the concepts and implement the faces. Most students will face the problem the reason is that they will not understand the problem and cause them to get into trouble , so this is mainly applicable forstudents. Understanding the ideas and concepts not even for the students but also every one can get benefited by this concept i. e understanding ideas and concepts than it is for them to learn facts.","[""Yes i agree with the concept of discussing that it is more important for the students to understand ideas and concepts than it is for them to learn facts. Because by understanding the idea only a student can make decisions correctly. By understanding the concepts he or she can judge easily and can get through it. Most of the students understand the idea so that they can do things better and get a grip on that particular idea and also they can learn more things about the idea they learnt. For example a student preparing for his exams is coming over in a few days, to get rid of that he must read properly so that he does not forget that he prepared for the exams, so he must understand the concept of that particular subject that there is no need to mug up or there is no chance for forgetting the concept he had prepared for the exam. Understanding the idea and concepts the student can learn the facts. For example listening to the lecture in the professors' class there we need more concentration in the class, such that the student must understand the concept and perform well in the exam or in the seminar etc. By understanding the ideas and concepts he can perform them very perfectly. Ideas like in the software field we must learn and understand the concepts to perform well in our interviews, and also in the running project. There is only one way to learn the concept and implement it wherever it is used most in our lives. As mentioned above, the many students mug up the concepts and fail in the exams so the only solution to this is to understand the concepts and implement the faces. Most students will face the problem the reason is that they will not understand the problem and cause them to get into trouble , so this is mainly applicable forstudents. Understanding the ideas and concepts not even for the students but also every one can get benefited by this concept i."", 'e understanding ideas and concepts than it is for them to learn facts.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
19,Young people enjoy life more than older people do.,"In my opinion young people enjoy life more than old people do for many reasons. A young person can do a lot of things because he is physically healthy, can do a lot that old people can not do and because he is young and no one will look at what he is doing. A lot of people think that old people enjoy life more than young people because they think they have experience in life. They think that this experience will make them happy because they have no idea what to do to be a happy person. This may not be a good idea because even if old people have experience they will not be able to use this experience. They become old and harmful. They will not be able to do every thing. As a young person I can do a lot of things. there are many habits to do in daily life. A young person can go running, play football, drive a race car and play young people's new electronic games. This will be hard for an old person to do or it may not be suitable for an old person to do something like electronic games. For most young people they like to do hard or dangerousactivities. Driving a race car in a real race can be very dangerous for an old person he may get a hard attack.","[""In my opinion young people enjoy life more than old people do for many reasons. A young person can do a lot of things because he is physically healthy, can do a lot that old people can not do and because he is young and no one will look at what he is doing. A lot of people think that old people enjoy life more than young people because they think they have experience in life. They think that this experience will make them happy because they have no idea what to do to be a happy person. This may not be a good idea because even if old people have experience they will not be able to use this experience. They become old and harmful. They will not be able to do every thing. As a young person I can do a lot of things. there are many habits to do in daily life. A young person can go running, play football, drive a race car and play young people's new electronic games. This will be hard for an old person to do or it may not be suitable for an old person to do something like electronic games. For most young people they like to do hard or dangerousactivities."", 'Driving a race car in a real race can be very dangerous for an old person he may get a hard attack.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
