,title,text,sents,coherence_per_sent,cohesion_per_sent,consistency_per_sent,relevance_per_sent
10,"In twenty years, there will be fewer cars in use than there are today.","To predict what will happen in the future is almost impossible even for the so-called futurist, but I can be sure that no matter what the shape will be, cars will never be less used in twenty years. Becoming one world As time goes by, the world is being combined together and the definition of borderline itself is also being obsolete.","['To predict what will happen in the future is almost impossible even for the so-called futurist, but I can be sure that no matter what the shape will be, cars will never be less used in twenty years.', 'Becoming one world As time goes by, the world is being combined together and the definition of borderline itself is also being obsolete.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
11,Successful people try new things and take risks rather than only doing what they already know how to do well.,"I agree with this statemen. Successful people try new things because they want to get a new degree. There are several reasons for this. All people who have alot of achievements are n't satisfied with trying new things. As their ambitious force them a new achievement, they want to learn new things even if it is risky. They consider taking a risk about one different thing they didn't know before about it because these kinds of people don't like monotone life. In my opinion, this knife is better than the other.","[""I agree with this statemen. Successful people try new things because they want to get a new degree. There are several reasons for this. All people who have alot of achievements are n't satisfied with trying new things. As their ambitious force them a new achievement, they want to learn new things even if it is risky. They consider taking a risk about one different thing they didn't know before about it because these kinds of people don't like monotone life."", 'In my opinion, this knife is better than the other.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
12,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"Some people might say that knowledge of many academic subjects is better, rather than specializing in one specific subject. I believe that one should surely possess knowledge about various subjects but its better to specialize in one specific subject for many reasons. Firstly, students are taught many academic subjects in the college but when they pass out and look for a job, they are asked to prove skills in one specific field. For example an MBA student can choose specialized courses while he is studying like Marketing, Finance, International Business and Information Technology. This helps the student to choose the field he is going to work in in the future. A software development company would always prefer to hire a student who had taken up Information Technology as a specialized course during college as it is expected that he would understand the work better which he is expected to perform during his job. Secondly, it helps students to take up courses in which they are good at. For example a student might not do well in most subjects in college but they would be good in one. So they should be given an opportunity /liberty to decide the field they are most interested in studying and make a career. Few students are weak in mathematics but it doesn't matter to them if they are good in political sciences and they want to make a career in politics or administrativeservices.","['Some people might say that knowledge of many academic subjects is better, rather than specializing in one specific subject. I believe that one should surely possess knowledge about various subjects but its better to specialize in one specific subject for many reasons. Firstly, students are taught many academic subjects in the college but when they pass out and look for a job, they are asked to prove skills in one specific field. For example an MBA student can choose specialized courses while he is studying like Marketing, Finance, International Business and Information Technology. This helps the student to choose the field he is going to work in in the future. A software development company would always prefer to hire a student who had taken up Information Technology as a specialized course during college as it is expected that he would understand the work better which he is expected to perform during his job. Secondly, it helps students to take up courses in which they are good at. For example a student might not do well in most subjects in college but they would be good in one. So they should be given an opportunity /liberty to decide the field they are most interested in studying and make a career.', ""Few students are weak in mathematics but it doesn't matter to them if they are good in political sciences and they want to make a career in politics or administrativeservices.""]","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
13,"In twenty years, there will be fewer cars in use than there are today.","The world is developing day by day. New thoughts, new technologies are being applied to make developments. I disagree with the point that there will be fewer cars than there are today. Firstly , we can see that different banks are emerging today in this competitive market.","['The world is developing day by day. New thoughts, new technologies are being applied to make developments. I disagree with the point that there will be fewer cars than there are today.', 'Firstly , we can see that different banks are emerging today in this competitive market.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
14,"In twenty years, there will be fewer cars in use than there are today.","Cars have made such a difference in our lives. they have made transportation easy and doing the ritual things like visiting our parents or a family member easy , going to the doctor now is easier than it was in the olden days. i dont believe that there will be fewer cars in the next twenty years , if anything there will be a surplus of cars maybe technology will affect the cars but there will be an increase in the usage of cars. Cars might be in a different structure to keep up with technology and might have new gadgets but the illimination of cars has quit hard for the past century god bless henry fords heart we have depended on cars and as long as i have been alive cars were the only means of daily transportation and to me the safest transportation. Also another point i would like to make is that when a generation more like a century gets used to using cars it will be quite difficult to eliminate this source of pleasure and vital everyday use. A car is what brought me to this test center to take the TOFEL exam and without it i couldnt imagine any other means of transportation that i would be able to use on a daily basis. Generally speaking transportation is extremely vital and we can not live without it. cars will be around for a long time until we invent a new way of transport and may i add a safer way for example zooming us through laser or zapping us to the exact position we would be found in.","['Cars have made such a difference in our lives. they have made transportation easy and doing the ritual things like visiting our parents or a family member easy , going to the doctor now is easier than it was in the olden days. i dont believe that there will be fewer cars in the next twenty years , if anything there will be a surplus of cars maybe technology will affect the cars but there will be an increase in the usage of cars. Cars might be in a different structure to keep up with technology and might have new gadgets but the illimination of cars has quit hard for the past century god bless henry fords heart we have depended on cars and as long as i have been alive cars were the only means of daily transportation and to me the safest transportation. Also another point i would like to make is that when a generation more like a century gets used to using cars it will be quite difficult to eliminate this source of pleasure and vital everyday use. A car is what brought me to this test center to take the TOFEL exam and without it i couldnt imagine any other means of transportation that i would be able to use on a daily basis. Generally speaking transportation is extremely vital and we can not live without it.', 'cars will be around for a long time until we invent a new way of transport and may i add a safer way for example zooming us through laser or zapping us to the exact position we would be found in.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
15,"In twenty years, there will be fewer cars in use than there are today.","I agree, but!. If we have to be very optimistic, because you never know what is going to happen with the wars and the growth of radicalism in the world. Also we have to take a look at the audience who can demand this kind of product. Everything, is so complex if we see the Petrol market, Thousands , of people, are die every month directly or indirectly because of this problem, so. Of course the first world is asking for the development of new industries in this field of consumption (cars) and this also, demands a lot of petrol and a lot of social politics inside the problem. It is a delicate tool to use against the arabian world to impose his power to take the fuel for the cars, because directly or indirectly all the industries of the cars ( even if they exist in Japan) have something made in America. In my opinion,. it could be too long to explain my real idea about that. I mean , last week I got my driving permit, Now I am crazy about driving, I would like to buy a cheap car to carry my Double-bass with me, to go to the gigs without the help of anybody.","['I agree, but!. If we have to be very optimistic, because you never know what is going to happen with the wars and the growth of radicalism in the world. Also we have to take a look at the audience who can demand this kind of product. Everything, is so complex if we see the Petrol market, Thousands , of people, are die every month directly or indirectly because of this problem, so. Of course the first world is asking for the development of new industries in this field of consumption (cars) and this also, demands a lot of petrol and a lot of social politics inside the problem. It is a delicate tool to use against the arabian world to impose his power to take the fuel for the cars, because directly or indirectly all the industries of the cars ( even if they exist in Japan) have something made in America. In my opinion,. it could be too long to explain my real idea about that.', 'I mean , last week I got my driving permit, Now I am crazy about driving, I would like to buy a cheap car to carry my Double-bass with me, to go to the gigs without the help of anybody.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
16,The best way to travel is in a group led by a tour guide.,"I disagree with "" The best way to travel is in a group led by a tour guide. ""Tour guides usually offered you a tight schedule which meant you were in a hurry all the time, and therefore you could not enjoy yourself much on your trip. A tour guide usually planned your schedule tightly from the early morning to midnight. You could seldom enjoy yourself as you were too busy moving from one attraction to the other attraction. I think most people have experienced it before. While you wanted to stay a bit longer at one attraction, the tour guide would tell you to go back to the shuttle bus and you could just stay at that attraction for a maximum of 30 minutes. You were not able to understand deeply about the real life of that country or the attraction because you would not have enough time to explore it by yourself. You needed to be prepared for a long and boring explanation before you could visit the attraction. You also needed to wake up early in the morning for the full schedule for the whole day and you would be able to go back to your hotel at midnight. The schedule offered by the tour guide was not always suitable for your own habits. Maybe you didn't like roller coasters but they would take you to the most famous theme park in that country.","['I disagree with "" The best way to travel is in a group led by a tour guide. ""Tour guides usually offered you a tight schedule which meant you were in a hurry all the time, and therefore you could not enjoy yourself much on your trip. A tour guide usually planned your schedule tightly from the early morning to midnight. You could seldom enjoy yourself as you were too busy moving from one attraction to the other attraction. I think most people have experienced it before. While you wanted to stay a bit longer at one attraction, the tour guide would tell you to go back to the shuttle bus and you could just stay at that attraction for a maximum of 30 minutes. You were not able to understand deeply about the real life of that country or the attraction because you would not have enough time to explore it by yourself. You needed to be prepared for a long and boring explanation before you could visit the attraction. You also needed to wake up early in the morning for the full schedule for the whole day and you would be able to go back to your hotel at midnight. The schedule offered by the tour guide was not always suitable for your own habits.', ""Maybe you didn't like roller coasters but they would take you to the most famous theme park in that country.""]","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
17,"In twenty years, there will be fewer cars in use than there are today.","The statement affirms that in twenty years there will be fewer cars than there are today. Agree or do not agree with that statement it is not a matter of mere opinion but a matter of what will be, for the next twenty years, the goals of the governments and their population, and why not the private companies. On the one hand, It could be possible to agree with the statement if we think that in the next twenty years all the states with big populations will be able to offer other secure and massive means for transport, for example. In that case, and only in that case, it could be possible to begin thinking in fewer cars in twenty years from now. That possibility implies that governments will have at least to make strong compromises. One would be with its own population, trying to offer them different effective means of transport for all of them. The second compromise would be with the environment, trying to respect not only the well-known Kyoto Protocol but, of course, trying to avoid any kind of damage to the environment due to pollution problems But on the other hand , we can also view the coin by the other face. Even if technology can be improved during the next twenty years, it will be very difficult for normal people to achieve all the advances. In that case, in the non-developed countries and maybe in many developing countries, cars could keep their own place as the main means of transport. It is not too difficult to think about the implementation of the changes in the case of Africa, the poorest continent of the world. Even in Europe could not be possible to erase or to decrease the number of cars in the next twenty years. There are many countries with problems in that particular area that have been trying to solve them, such as Italy, Spain and France. and they failed. In Latin America, and I think also in North America, a car is a symbol of power and of prestige. In that case I think it could be difficult for the change of mind for the next twenty years. To all the things I pointed out I must add the fact that daily all car companies are producing new models of cars, faster and moreluxurious, but not thecheapest, to improve and to renew the old models. Tokyo Motorshow.","['The statement affirms that in twenty years there will be fewer cars than there are today. Agree or do not agree with that statement it is not a matter of mere opinion but a matter of what will be, for the next twenty years, the goals of the governments and their population, and why not the private companies. On the one hand, It could be possible to agree with the statement if we think that in the next twenty years all the states with big populations will be able to offer other secure and massive means for transport, for example. In that case, and only in that case, it could be possible to begin thinking in fewer cars in twenty years from now. That possibility implies that governments will have at least to make strong compromises. One would be with its own population, trying to offer them different effective means of transport for all of them. The second compromise would be with the environment, trying to respect not only the well-known Kyoto Protocol but, of course, trying to avoid any kind of damage to the environment due to pollution problems But on the other hand , we can also view the coin by the other face. Even if technology can be improved during the next twenty years, it will be very difficult for normal people to achieve all the advances. In that case, in the non-developed countries and maybe in many developing countries, cars could keep their own place as the main means of transport. It is not too difficult to think about the implementation of the changes in the case of Africa, the poorest continent of the world. Even in Europe could not be possible to erase or to decrease the number of cars in the next twenty years. There are many countries with problems in that particular area that have been trying to solve them, such as Italy, Spain and France. and they failed. In Latin America, and I think also in North America, a car is a symbol of power and of prestige. In that case I think it could be difficult for the change of mind for the next twenty years. To all the things I pointed out I must add the fact that daily all car companies are producing new models of cars, faster and moreluxurious, but not thecheapest, to improve and to renew the old models.', 'Tokyo Motorshow.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
18,Young people enjoy life more than older people do.,"""Young people are strong and dynamic"" These words are proved by great scholars and philosophers of our country. I strongly agree with the statement which is followed. ""Young people enjoy life more than older people do"". enjoyment should be done only when you are young because its the age to have fun. young people are more dynamic and strong and when they grow up they will be very strong and body parts will also grow. Young people have a life in them where they should make some memories for the future life. And young people can really have a fun time with their friends and relatives and lead their lives to the fullest. young people still have the life which has just started. Some young people can really enjoy life hanging out with friends and having a fun time. Young life is such a age where few people develop in a good way and few people get into a bad way. they have the life which they have in their hands. Few people really enjoy life by experimenting with drinks and drugs.","['""Young people are strong and dynamic"" These words are proved by great scholars and philosophers of our country. I strongly agree with the statement which is followed. ""Young people enjoy life more than older people do"". enjoyment should be done only when you are young because its the age to have fun. young people are more dynamic and strong and when they grow up they will be very strong and body parts will also grow. Young people have a life in them where they should make some memories for the future life. And young people can really have a fun time with their friends and relatives and lead their lives to the fullest. young people still have the life which has just started. Some young people can really enjoy life hanging out with friends and having a fun time. Young life is such a age where few people develop in a good way and few people get into a bad way. they have the life which they have in their hands.', 'Few people really enjoy life by experimenting with drinks and drugs.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
19,Successful people try new things and take risks rather than only doing what they already know how to do well.,"As my boss used to say to me at the beginning of my career: < Do not be afraid to try new things, do more than others do: no one has ever been punished for doing more>. According to this phrase, I think that people who try to do new things normally have more chances to be successful during their own life than someone who simply does his/her usual job. What makes a man successful is the plus-value that he can give to society. A lot of men can do things well, but only men who do things better than others can reach a higher level in social life. Taking risks is part of being a successful person. Someone who does not try to take risks could be seen as a coward by society. For example, in cartoons, a superhero is someone who normally takes risks to do something more dangerous than other normal people do.","['As my boss used to say to me at the beginning of my career: < Do not be afraid to try new things, do more than others do: no one has ever been punished for doing more>. According to this phrase, I think that people who try to do new things normally have more chances to be successful during their own life than someone who simply does his/her usual job. What makes a man successful is the plus-value that he can give to society. A lot of men can do things well, but only men who do things better than others can reach a higher level in social life. Taking risks is part of being a successful person. Someone who does not try to take risks could be seen as a coward by society.', 'For example, in cartoons, a superhero is someone who normally takes risks to do something more dangerous than other normal people do.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
20,Young people nowadays do not give enough time to helping their communities.,"Certainly some people think that young people seldom participate and help the communities these days. But personally I believe that education and society give young people the chance and the time to have contact with communities to help other people. First, the school focuses on the importance of volunteer work in the community these days, so that students give more time to do volunteer work than before. For example, when I was in high school, the teachers set up the volunteer committee which gives the information and chance to do volunteer work in the hospital to clean the rooms. In addition, the school produced an event where students pick up the trash around the school once a week. The experience of attending volunteer work and helping the community once a week is enough time for students. That experience gives me the chance to have contact with my community. I was very busy studying, but I have a chance to realize the importance of helping communities. According to the newspaper, the school more emphasize on teaching the importance of volunteer work these days. This example demonstrates that schools make enough opportunities for students to help their communities. Second, the community has a chance for young people to help their communities. For instance, In Tokyo, where I live, the number of robberies and fire accidents caused by people is increasing.","['Certainly some people think that young people seldom participate and help the communities these days. But personally I believe that education and society give young people the chance and the time to have contact with communities to help other people. First, the school focuses on the importance of volunteer work in the community these days, so that students give more time to do volunteer work than before. For example, when I was in high school, the teachers set up the volunteer committee which gives the information and chance to do volunteer work in the hospital to clean the rooms. In addition, the school produced an event where students pick up the trash around the school once a week. The experience of attending volunteer work and helping the community once a week is enough time for students. That experience gives me the chance to have contact with my community. I was very busy studying, but I have a chance to realize the importance of helping communities. According to the newspaper, the school more emphasize on teaching the importance of volunteer work these days. This example demonstrates that schools make enough opportunities for students to help their communities. Second, the community has a chance for young people to help their communities.', 'For instance, In Tokyo, where I live, the number of robberies and fire accidents caused by people is increasing.']","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}","{'sent0': False, 'sent1': True}"
